falling_rock,0.04914,0,0.4637945812324439,4,1695438138.486286,1695438167.094146,1695438138486
falling_rock,0.031395599999999996,0,0.3461310119373732,3,1695439581.308437,1695439609.578514,1695439581308
falling_rock,0.053856,0,0.36659132717992626,8,1695451152.245956,1695451175.780863,1695451152245
falling_rock,0.0825552,0,0.28994161413021347,5,1695455463.319743,1695455476.878178,1695455463319
falling_rock,0.0983016,0,0.3312274556370536,6,1695455926.514471,1695455931.568589,1695455926514
falling_rock,0.1746,0,0.18005235297180078,6,1695458257.503265,1695458274.586489,1695458257503
falling_rock,0.036288,0,0.41070394718124265,5,1695458663.874919,1695458678.728155,1695458663874
falling_rock,0.1112904,0,0.10413297275679165,4,1695459405.573035,1695459438.919587,1695459405573
falling_rock,0.07904,0,0.10865372936493928,4,1695460180.42404,1695460188.409782,1695460180424
falling_rock,0.037352,0,0.10707574141956869,5,1695460569.382655,1695460574.643659,1695460569382
falling_rock,0.162279,0,0.5778522189577671,8,1695460586.196289,1695460613.913131,1695460586196
falling_rock,0.0713648,0,0.3110505145923829,3,1695460677.318267,1695460685.719182,1695460677318
falling_rock,0.187704,0,1.2391259392471696,17,1695695991.697636,1695696010.920005,1695695991697
